--------------------------------------------------
Data   Type:		0
Resp.  Stat:		0
Sequence No:		1
Packet Data:
large.txt

CRC result: 9b41, 9b41

CRC result: c1a2, c1a2

CRC result: 9267, 9267

CRC result: 7f2a, 7f2a

CRC result: eec3, eec3

CRC result: fc4b, fc4b

CRC result: 3b47, 3b47

CRC result: 1dfb, 1dfb

CRC result: 2a88, 2a88

CRC result: 46af, 46af

CRC result: 7bc, 7bc

CRC result: 8c6d, 8c6d

CRC result: d224, d224

CRC result: 8305, 8305

CRC result: dbcd, dbcd

CRC result: d0ef, d0ef

CRC result: e0aa, e0aa

CRC result: 379d, 379d

CRC result: d154, d154

CRC result: 1e8, 1e8

CRC result: b22a, b22a

CRC result: c339, c339

CRC result: 23f5, 23f5

CRC result: e5f3, e5f3

CRC result: 2ab1, 2ab1

CRC result: b64, b64

CRC result: 82f8, 82f8

CRC result: bd54, bd54

CRC result: 880c, 880c

CRC result: 14dc, 14dc

CRC result: 1124, 1124

CRC result: a8e9, a8e9

CRC result: 28c, 28c

CRC result: 9555, 9555

CRC result: ff75, ff75

CRC result: b0f4, b0f4

CRC result: 90e8, 90e8

CRC result: 2982, 2982

CRC result: 6dcd, 6dcd

CRC result: 17ab, 17ab

CRC result: 4df2, 4df2

CRC result: 4eab, 4eab

CRC result: 9461, 9461

CRC result: 625e, 625e

CRC result: a305, a305

CRC result: 6caa, 6caa

CRC result: 30c5, 30c5

CRC result: 1a52, 1a52

CRC result: b17d, b17d

CRC result: 9724, 9724

CRC result: b439, b439

CRC result: a940, a940

CRC result: c17e, c17e

CRC result: efe5, efe5

CRC result: b1ce, b1ce

CRC result: afaa, afaa

CRC result: daf3, daf3

