--------------------------------------------------
Data   Type:		0
Resp.  Stat:		0
Sequence No:		1
Packet Data:
large.txt


CRC result: 8856, 8856

CRC result: bf9a, bf9a

CRC result: 9ba7, 9ba7

CRC result: 11e9, 11e9

CRC result: fb0b, fb0b

CRC result: 3c3d, 3c3d

CRC result: d51a, d51a

CRC result: aea1, aea1

CRC result: cebc, cebc

CRC result: 4511, 4511

CRC result: 8884, 8884

CRC result: 8617, 8617

CRC result: 8118, 8118

CRC result: b8f0, b8f0

CRC result: 96f8, 96f8

CRC result: 8e3e, 8e3e

CRC result: af1e, af1e

CRC result: 488d, 488d

CRC result: bc92, bc92

CRC result: 278d, 278d

CRC result: 81dd, 81dd

CRC result: 9183, 9183

CRC result: f576, f576

CRC result: 2fbb, 2fbb

CRC result: c222, c222

CRC result: e8c7, e8c7

CRC result: e876, e876

CRC result: ccdf, ccdf

CRC result: b4f5, b4f5

CRC result: 7447, 7447

CRC result: d825, d825

CRC result: 3ec8, 3ec8

CRC result: bc2a, bc2a

CRC result: 14f9, 14f9

CRC result: a136, a136

CRC result: 7c7d, 7c7d

CRC result: 6380, 6380

CRC result: d846, d846

CRC result: ac87, ac87

CRC result: d7de, d7de

CRC result: 7a51, 7a51

CRC result: f06e, f06e

CRC result: 6bbb, 6bbb

CRC result: cb2d, cb2d

CRC result: 5a96, 5a96

CRC result: 2430, 2430

CRC result: 7ce6, 7ce6

CRC result: a8f8, a8f8

CRC result: 49e9, 49e9

CRC result: e109, e109

CRC result: 3c19, 3c19

CRC result: 6310, 6310

CRC result: e96d, e96d

CRC result: 9a43, 9a43

CRC result: 8f8, 8f8

CRC result: e97b, e97b

CRC result: 1b82, 1b82

CRC result: c346, c346

CRC result: c59d, c59d

CRC result: d7c4, d7c4

CRC result: 15b8, 15b8

CRC result: 34f2, 34f2

CRC result: 5b6f, 5b6f

CRC result: 61b9, 61b9

CRC result: 663a, 663a

CRC result: add3, add3

CRC result: 54b1, 54b1

CRC result: ad8f, ad8f

CRC result: 832a, 832a

CRC result: 646e, 646e

CRC result: 9abd, 9abd

CRC result: 4c31, 4c31

CRC result: b437, b437

CRC result: f1a5, f1a5

CRC result: b7e3, b7e3

CRC result: 5335, 5335

CRC result: 49b2, 49b2

CRC result: 4309, 4309

CRC result: 34b7, 34b7

CRC result: a351, a351

CRC result: d9d5, d9d5

CRC result: 42c1, 42c1

CRC result: 4b03, 4b03

CRC result: 6553, 6553

CRC result: df89, df89

CRC result: a1c6, a1c6

CRC result: a121, a121

CRC result: 60a5, 60a5

CRC result: dae9, dae9

CRC result: 2695, 2695

CRC result: 299a, 299a

CRC result: d3e9, d3e9

CRC result: 7389, 7389

CRC result: dc5d, dc5d

CRC result: 7f48, 7f48

CRC result: e974, e974

CRC result: 662c, 662c

CRC result: b275, b275

CRC result: cc48, cc48

CRC result: e667, e667

CRC result: 9c80, 9c80

CRC result: bf09, bf09

CRC result: 12ff, 12ff

CRC result: ae11, ae11

CRC result: 5647, 5647

CRC result: de86, de86

CRC result: c4d4, c4d4

CRC result: fd28, fd28

CRC result: 7665, 7665

CRC result: 258f, 258f

CRC result: fe4b, fe4b

CRC result: 2f48, 2f48

CRC result: 2852, 2852

CRC result: fd76, fd76

CRC result: ddfb, ddfb

CRC result: 4d4d, 4d4d

CRC result: f2b0, f2b0

CRC result: b3a7, b3a7

CRC result: 6e69, 6e69

CRC result: 168e, 168e

CRC result: 116c, 116c

CRC result: cbab, cbab

CRC result: ae18, ae18

CRC result: 4b32, 4b32

CRC result: 25f4, 25f4

CRC result: 71ad, 71ad

CRC result: fd2c, fd2c

CRC result: 7a03, 7a03

CRC result: b203, b203

CRC result: 448c, 448c

CRC result: abd4, abd4

CRC result: 8b0c, 8b0c

CRC result: fdd6, fdd6

CRC result: 5da5, 5da5

CRC result: ce90, ce90

CRC result: 7fce, 7fce

CRC result: 3c46, 3c46

CRC result: 5b24, 5b24

CRC result: 82c, 82c

CRC result: 3e50, 3e50

CRC result: a1c7, a1c7

CRC result: 7e7b, 7e7b

CRC result: 867, 867

CRC result: b25d, b25d

CRC result: 62b2, 62b2

CRC result: fd62, fd62

CRC result: 103b, 103b

CRC result: b3c0, b3c0

CRC result: d896, d896

CRC result: 788f, 788f

CRC result: f670, f670

CRC result: 7f2a, 7f2a

CRC result: defd, defd

CRC result: 5210, 5210

CRC result: ca0a, ca0a

CRC result: b3fc, b3fc

CRC result: b9ee, b9ee

CRC result: fa75, fa75

CRC result: 5734, 5734

CRC result: 2ae2, 2ae2

CRC result: 765f, 765f

CRC result: a312, a312

CRC result: cce9, cce9

CRC result: 656b, 656b

CRC result: 5344, 5344

CRC result: a49f, a49f

CRC result: 98b, 98b

CRC result: 926c, 926c

CRC result: 9ebf, 9ebf

CRC result: 7293, 7293

CRC result: e404, e404

CRC result: 34d0, 34d0

CRC result: 289b, 289b

CRC result: 1eea, 1eea

CRC result: 4f44, 4f44

CRC result: 97b5, 97b5

CRC result: e6cc, e6cc

CRC result: fdc5, fdc5

CRC result: 15b1, 15b1

CRC result: c74, c74

CRC result: dd95, dd95

CRC result: 11f5, 11f5

CRC result: b9c1, b9c1

CRC result: 644d, 644d

CRC result: c4e7, c4e7

CRC result: 84ef, 84ef

CRC result: 9d83, 9d83

CRC result: f3e5, f3e5

CRC result: 4979, 4979

CRC result: 9345, 9345

CRC result: 2407, 2407

CRC result: 5270, 5270

CRC result: 8a71, 8a71

CRC result: 1e67, 1e67

CRC result: b7a5, b7a5

CRC result: c25, c25

CRC result: 72fe, 72fe

CRC result: b9b5, b9b5

CRC result: 9371, 9371

CRC result: 577, 577

CRC result: 3970, 3970

CRC result: 275d, 275d

CRC result: e189, e189

CRC result: cb8e, cb8e

CRC result: 7479, 7479

CRC result: 144a, 144a

CRC result: 149, 149

CRC result: 63a1, 63a1

CRC result: 80f6, 80f6

CRC result: 237a, 237a

CRC result: 8624, 8624

CRC result: 4590, 4590

CRC result: 9ea2, 9ea2

CRC result: b7c5, b7c5

CRC result: bf6b, bf6b

CRC result: b42a, b42a

CRC result: 88f9, 88f9

CRC result: 937c, 937c

CRC result: 1554, 1554

CRC result: afa0, afa0

CRC result: 6bb4, 6bb4

CRC result: ae8e, ae8e

CRC result: 355e, 355e

CRC result: 895, 895

CRC result: cc85, cc85

CRC result: eadf, eadf

CRC result: 3000, 3000

CRC result: ce7f, ce7f

CRC result: 1ff1, 1ff1

CRC result: 3a56, 3a56

CRC result: e8b4, e8b4

CRC result: 6da3, 6da3

CRC result: e3bc, e3bc

CRC result: df7b, df7b

CRC result: bf2, bf2

CRC result: 4876, 4876

CRC result: a7e1, a7e1

CRC result: 15dc, 15dc

CRC result: 3467, 3467

CRC result: b55a, b55a

CRC result: b58e, b58e

CRC result: 93b9, 93b9

CRC result: 8474, 8474

CRC result: 821e, 821e

CRC result: 6d1a, 6d1a

CRC result: 1489, 1489

CRC result: b1ac, b1ac

CRC result: b81, b81

CRC result: cbce, cbce

CRC result: 1455, 1455

CRC result: cb32, cb32

CRC result: 65a4, 65a4

CRC result: d9ce, d9ce

CRC result: a0dd, a0dd

CRC result: 29f1, 29f1

CRC result: c867, c867

CRC result: c5d3, c5d3

CRC result: 68ad, 68ad

CRC result: e934, e934

CRC result: f05e, f05e

CRC result: f41f, f41f

CRC result: 7b22, 7b22

CRC result: 5c7, 5c7

CRC result: 27a, 27a

CRC result: 653d, 653d

CRC result: feeb, feeb

CRC result: a03c, a03c

CRC result: 70ec, 70ec

CRC result: 27e5, 27e5

CRC result: 66bf, 66bf

CRC result: dd23, dd23

CRC result: 1778, 1778

CRC result: cb52, cb52

CRC result: 4d06, 4d06

CRC result: 1458, 1458

CRC result: 1763, 1763

CRC result: 545c, 545c

CRC result: 1033, 1033

CRC result: 3e65, 3e65

CRC result: ed4e, ed4e

CRC result: e56e, e56e

CRC result: 8ffb, 8ffb

CRC result: 650c, 650c

CRC result: 983c, 983c

CRC result: 4d93, 4d93

CRC result: bc0a, bc0a

CRC result: fa09, fa09

CRC result: eac3, eac3

CRC result: 9171, 9171

CRC result: 41d6, 41d6

CRC result: dae1, dae1

CRC result: 2230, 2230

CRC result: 2654, 2654

CRC result: 1c79, 1c79

CRC result: 170a, 170a

CRC result: 20d2, 20d2

CRC result: f8d7, f8d7

CRC result: c30, c30

CRC result: 221e, 221e

CRC result: 2dbb, 2dbb

CRC result: ec28, ec28

CRC result: d0b1, d0b1

CRC result: fe16, fe16

CRC result: f537, f537

CRC result: f47b, f47b

CRC result: 58b7, 58b7

CRC result: 959a, 959a

CRC result: f8c, f8c

CRC result: 1e24, 1e24

CRC result: e1c0, e1c0

CRC result: 3d72, 3d72

CRC result: b030, b030

CRC result: 8fc9, 8fc9

CRC result: f605, f605

CRC result: 2aa1, 2aa1

CRC result: 370d, 370d

CRC result: 8f2f, 8f2f

CRC result: d2ab, d2ab

CRC result: f9c9, f9c9

CRC result: bbce, bbce

CRC result: df2f, df2f

CRC result: d953, d953

CRC result: ed52, ed52

CRC result: 46e, 46e

CRC result: 6cb4, 6cb4

CRC result: cfbd, cfbd

CRC result: 1603, 1603

CRC result: a8c1, a8c1

CRC result: 90d, 90d

CRC result: 651b, 651b

CRC result: eb06, eb06

CRC result: 72e5, 72e5

CRC result: ac14, ac14

CRC result: 563f, 563f

CRC result: 3bcc, 3bcc

CRC result: 7853, 7853

CRC result: e36a, e36a

CRC result: e131, e131

CRC result: a243, a243

CRC result: d7d9, d7d9

CRC result: cea, cea

CRC result: b13, b13

CRC result: 274a, 274a

CRC result: 5a47, 5a47

CRC result: e58b, e58b

CRC result: 3c7e, 3c7e

CRC result: 9b9c, 9b9c

CRC result: 914e, 914e

CRC result: a03f, a03f

CRC result: 58a4, 58a4

CRC result: d58b, d58b

CRC result: 11d0, 11d0

CRC result: aa1c, aa1c

CRC result: b68c, b68c

CRC result: 1d89, 1d89

CRC result: 10b9, 10b9

CRC result: 991a, 991a

CRC result: a5b4, a5b4

CRC result: b70a, b70a

CRC result: 4f45, 4f45

CRC result: 8eca, 8eca

CRC result: abef, abef

CRC result: 5c0d, 5c0d

CRC result: 2edc, 2edc

CRC result: db70, db70

CRC result: 1c0, 1c0

CRC result: ae08, ae08

CRC result: 7fb4, 7fb4

CRC result: d5a2, d5a2

CRC result: 7851, 7851

CRC result: f6e8, f6e8

CRC result: 802c, 802c

CRC result: a1b7, a1b7

CRC result: e556, e556

CRC result: 635b, 635b

CRC result: c5f1, c5f1

CRC result: bcdd, bcdd

CRC result: 3288, 3288

CRC result: f6b6, f6b6

CRC result: 7b7c, 7b7c

CRC result: 157a, 157a

CRC result: b15a, b15a

CRC result: 79e9, 79e9

CRC result: 6500, 6500

CRC result: cfc9, cfc9

CRC result: 6edc, 6edc

CRC result: caca, caca

CRC result: 16b0, 16b0

CRC result: eda6, eda6

CRC result: 62d2, 62d2

CRC result: 384d, 384d

CRC result: a30c, a30c

CRC result: abb6, abb6

CRC result: e369, e369

CRC result: 5a2a, 5a2a

CRC result: c963, c963

CRC result: 8b5b, 8b5b

CRC result: 9213, 9213

CRC result: 6d6c, 6d6c

CRC result: 2ad2, 2ad2

CRC result: d95f, d95f

CRC result: d3ef, d3ef

CRC result: 582e, 582e

CRC result: bcbe, bcbe

CRC result: 8378, 8378

CRC result: b6b6, b6b6

CRC result: 909b, 909b

CRC result: 924, 924

CRC result: a7fa, a7fa

CRC result: 2537, 2537

CRC result: db59, db59

CRC result: 4d05, 4d05

CRC result: c2c, c2c

CRC result: 7016, 7016

CRC result: b31a, b31a

CRC result: 270c, 270c

CRC result: b9bd, b9bd

CRC result: 416f, 416f

CRC result: 7605, 7605

CRC result: 6160, 6160

CRC result: 7b2f, 7b2f

CRC result: 6319, 6319

CRC result: 8e50, 8e50

CRC result: ffe0, ffe0

CRC result: 1d37, 1d37

CRC result: 412e, 412e

CRC result: 7cc5, 7cc5

CRC result: adfe, adfe

CRC result: 5fbd, 5fbd

CRC result: ed8e, ed8e

CRC result: b38a, b38a

CRC result: 896a, 896a

CRC result: 7981, 7981

CRC result: 5add, 5add

CRC result: e041, e041

CRC result: bf65, bf65

CRC result: 8249, 8249

CRC result: 4937, 4937

CRC result: 8fd5, 8fd5

CRC result: 8dff, 8dff

CRC result: 585, 585

CRC result: 480, 480

CRC result: 418a, 418a

CRC result: ef22, ef22

CRC result: 69f, 69f

CRC result: 45cc, 45cc

CRC result: 3487, 3487

CRC result: bb9e, bb9e

CRC result: a337, a337

CRC result: c3a9, c3a9

CRC result: 78e2, 78e2

CRC result: bf43, bf43

CRC result: f3fd, f3fd

CRC result: 6c37, 6c37

CRC result: 969, 969

CRC result: ff55, ff55

CRC result: bf8b, bf8b

CRC result: 9549, 9549

CRC result: 9183, 9183

CRC result: 2885, 2885

CRC result: 7412, 7412

CRC result: 44bd, 44bd

CRC result: 3c32, 3c32

CRC result: 90c9, 90c9

CRC result: 45e7, 45e7

CRC result: 181f, 181f

CRC result: 632f, 632f

CRC result: 4978, 4978

CRC result: 86cf, 86cf

CRC result: 5fb3, 5fb3

CRC result: 8524, 8524

CRC result: 7ec3, 7ec3

CRC result: 66e7, 66e7

CRC result: 8361, 8361

CRC result: 740b, 740b

CRC result: 79bb, 79bb

CRC result: 67a9, 67a9

CRC result: cb73, cb73

CRC result: 56fc, 56fc

CRC result: f1dd, f1dd

CRC result: e269, e269

CRC result: 496c, 496c

CRC result: 3257, 3257

CRC result: 74dd, 74dd

CRC result: 6bcc, 6bcc

CRC result: 5397, 5397

CRC result: 8405, 8405

CRC result: 616a, 616a

CRC result: f478, f478

CRC result: 9fe6, 9fe6

CRC result: 32b2, 32b2

CRC result: 6f2f, 6f2f

CRC result: 9b73, 9b73

CRC result: 3f91, 3f91

CRC result: 3e7e, 3e7e

CRC result: a2be, a2be

CRC result: e03d, e03d

CRC result: bc89, bc89

CRC result: fd9c, fd9c

CRC result: e08a, e08a

CRC result: 69ac, 69ac

CRC result: 35f4, 35f4

CRC result: 6209, 6209

CRC result: 6d81, 6d81

CRC result: 444b, 444b

CRC result: 97b1, 97b1

CRC result: 3677, 3677

CRC result: da04, da04

CRC result: 87f5, 87f5

CRC result: 8f21, 8f21

CRC result: 3fa8, 3fa8

CRC result: 15d7, 15d7

CRC result: 3573, 3573

CRC result: 2424, 2424

CRC result: 74ac, 74ac

CRC result: 2592, 2592

CRC result: 5b15, 5b15

CRC result: 9317, 9317

CRC result: 72d8, 72d8

CRC result: b1e7, b1e7

CRC result: 88a6, 88a6

CRC result: efb2, efb2

CRC result: 655f, 655f

CRC result: a3c, a3c

CRC result: e941, e941

CRC result: a4ac, a4ac

CRC result: e965, e965

CRC result: 4541, 4541

CRC result: e576, e576

CRC result: 3c46, 3c46

CRC result: bf3c, bf3c

CRC result: 4477, 4477

CRC result: bc23, bc23

CRC result: d972, d972

CRC result: 6b9b, 6b9b

CRC result: 54fc, 54fc

CRC result: 702b, 702b

CRC result: 29d, 29d

CRC result: 799c, 799c

CRC result: 299c, 299c

CRC result: 529, 529

CRC result: 963, 963

CRC result: dd60, dd60

CRC result: 2b2a, 2b2a

CRC result: ce06, ce06

CRC result: a81a, a81a

CRC result: 196, 196

CRC result: 3c1, 3c1

CRC result: f4ac, f4ac

CRC result: f2cc, f2cc

CRC result: 698e, 698e

CRC result: 1f7, 1f7

CRC result: d592, d592

CRC result: 352c, 352c

CRC result: 139f, 139f

CRC result: f29e, f29e

CRC result: 9d98, 9d98

CRC result: bc39, bc39

CRC result: 6721, 6721

CRC result: 97e2, 97e2

CRC result: a2e6, a2e6

CRC result: d895, d895

CRC result: f7f7, f7f7

CRC result: 547e, 547e

CRC result: cb59, cb59

CRC result: 577c, 577c

CRC result: 69e, 69e

CRC result: 48f7, 48f7

CRC result: 14b1, 14b1

CRC result: 3623, 3623

CRC result: f95f, f95f

CRC result: 8d43, 8d43

CRC result: dedf, dedf

CRC result: f0d2, f0d2

CRC result: 3402, 3402

CRC result: a5e2, a5e2

CRC result: 4d5f, 4d5f

CRC result: 64e7, 64e7

CRC result: fcb1, fcb1

CRC result: e7eb, e7eb

CRC result: e749, e749

CRC result: 5307, 5307

CRC result: f252, f252

CRC result: 42a3, 42a3

CRC result: daba, daba

CRC result: 9b9a, 9b9a

CRC result: d728, d728

CRC result: db92, db92

CRC result: a837, a837

CRC result: bd77, bd77

CRC result: bd22, bd22

CRC result: ea26, ea26

CRC result: 3ca9, 3ca9

CRC result: 4f3f, 4f3f

CRC result: a21, a21

CRC result: dd8c, dd8c

CRC result: df04, df04

CRC result: 96df, 96df

CRC result: 936c, 936c

CRC result: 594d, 594d

CRC result: 662a, 662a

CRC result: 1ae6, 1ae6

CRC result: 2e7, 2e7

CRC result: b981, b981

CRC result: 4a4f, 4a4f

CRC result: 8349, 8349

CRC result: ae0e, ae0e

CRC result: b1c9, b1c9

CRC result: bd33, bd33

CRC result: c8a6, c8a6

CRC result: 1ae2, 1ae2

CRC result: d18e, d18e

CRC result: 7e47, 7e47

CRC result: 12eb, 12eb

CRC result: da43, da43

CRC result: 22af, 22af

CRC result: c714, c714

CRC result: acec, acec

CRC result: d2f7, d2f7

CRC result: 1825, 1825

CRC result: b545, b545

CRC result: fae5, fae5

CRC result: affa, affa

CRC result: dd2f, dd2f

CRC result: 7531, 7531

CRC result: 24d5, 24d5

CRC result: 8a01, 8a01

CRC result: 990a, 990a

CRC result: da9a, da9a

CRC result: c761, c761

CRC result: 491, 491

CRC result: a54c, a54c

CRC result: ba03, ba03

CRC result: 258e, 258e

CRC result: 23d4, 23d4

CRC result: 6bc5, 6bc5

CRC result: 445b, 445b

CRC result: 465b, 465b

CRC result: c142, c142

CRC result: 4219, 4219

CRC result: 2bcf, 2bcf

CRC result: 7077, 7077

CRC result: 9b27, 9b27

CRC result: 87ac, 87ac

CRC result: 3104, 3104

CRC result: fa2d, fa2d

CRC result: b3a0, b3a0

CRC result: 407d, 407d

CRC result: da51, da51

CRC result: 13e3, 13e3

CRC result: 2770, 2770

CRC result: 61b, 61b

CRC result: 1e0f, 1e0f

CRC result: 2626, 2626

CRC result: 1798, 1798

CRC result: a52a, a52a

CRC result: 1694, 1694

CRC result: 116b, 116b

CRC result: 501a, 501a

CRC result: 6beb, 6beb

CRC result: 16f2, 16f2

CRC result: 4fa1, 4fa1

CRC result: 9d4f, 9d4f

CRC result: b82c, b82c

CRC result: f93, f93

CRC result: 30e1, 30e1

CRC result: b57a, b57a

CRC result: 838e, 838e

CRC result: f2ac, f2ac

CRC result: 6538, 6538

CRC result: 5e97, 5e97

CRC result: a275, a275

CRC result: e4bb, e4bb

CRC result: b8c9, b8c9

CRC result: 13f7, 13f7

CRC result: fc17, fc17

CRC result: b700, b700

CRC result: 2a84, 2a84

CRC result: 1582, 1582

CRC result: defe, defe

CRC result: 9471, 9471

CRC result: e550, e550

CRC result: 606c, 606c

CRC result: 8efd, 8efd

CRC result: 8225, 8225

CRC result: 15, 15

CRC result: c5fe, c5fe

CRC result: ffd9, ffd9

CRC result: 5101, 5101

CRC result: 732e, 732e

CRC result: bf5d, bf5d

CRC result: d2da, d2da

CRC result: 20e6, 20e6

CRC result: 3433, 3433

CRC result: fd21, fd21

CRC result: 158a, 158a

CRC result: b725, b725

CRC result: 2ec5, 2ec5

CRC result: 9a7d, 9a7d

CRC result: 39ec, 39ec

CRC result: 640a, 640a

CRC result: 4338, 4338

CRC result: a73f, a73f

CRC result: fc88, fc88

CRC result: d69e, d69e

CRC result: cafb, cafb

CRC result: 7510, 7510

CRC result: 6f48, 6f48

CRC result: c97f, c97f

CRC result: 64c0, 64c0

CRC result: 3deb, 3deb

CRC result: bb49, bb49

CRC result: 7689, 7689

CRC result: cc34, cc34

CRC result: e246, e246

CRC result: ba5f, ba5f

CRC result: eaa0, eaa0

CRC result: eec4, eec4

CRC result: bfb3, bfb3

CRC result: 49f0, 49f0

CRC result: cb88, cb88

CRC result: e51a, e51a

CRC result: 12c0, 12c0

CRC result: 919c, 919c

CRC result: c612, c612

CRC result: 67fb, 67fb

CRC result: dd0e, dd0e

CRC result: 9ad2, 9ad2

CRC result: 2034, 2034

CRC result: 22ea, 22ea

CRC result: 8ad3, 8ad3

CRC result: fd02, fd02

CRC result: a627, a627

CRC result: 3feb, 3feb

CRC result: 3146, 3146

CRC result: a8ee, a8ee

CRC result: 126, 126

CRC result: 4788, 4788

CRC result: 31c9, 31c9

CRC result: 771f, 771f

CRC result: c5a1, c5a1

CRC result: c472, c472

CRC result: 5643, 5643

CRC result: 4a42, 4a42

CRC result: dfe7, dfe7

CRC result: 6474, 6474

CRC result: f620, f620

CRC result: 6414, 6414

CRC result: 84cb, 84cb

CRC result: 3190, 3190

CRC result: af7c, af7c

CRC result: 14fa, 14fa

CRC result: e29, e29

CRC result: aad0, aad0

CRC result: 3660, 3660

CRC result: 4771, 4771

CRC result: 605e, 605e

CRC result: 7949, 7949

CRC result: a8c3, a8c3

CRC result: 2d9, 2d9

CRC result: 817e, 817e

CRC result: 454a, 454a

CRC result: 5b79, 5b79

CRC result: c2ea, c2ea

CRC result: f9a7, f9a7

CRC result: 9024, 9024

CRC result: c890, c890

CRC result: 673a, 673a

CRC result: 757a, 757a

CRC result: dc5e, dc5e

CRC result: 7faa, 7faa

CRC result: b4f5, b4f5

CRC result: 6c7e, 6c7e

CRC result: db30, db30

CRC result: 3c70, 3c70

CRC result: 3056, 3056

CRC result: 917b, 917b

CRC result: 897d, 897d

CRC result: 3fd8, 3fd8

CRC result: 2dfd, 2dfd

CRC result: 122e, 122e

CRC result: d73, d73

CRC result: 5878, 5878

CRC result: 14ca, 14ca

CRC result: 76d8, 76d8

CRC result: 238, 238

CRC result: d660, d660

CRC result: b0ca, b0ca

CRC result: ebe4, ebe4

CRC result: ed12, ed12

CRC result: 7869, 7869

CRC result: b0, b0

CRC result: dae9, dae9

CRC result: dfa, dfa

CRC result: e56, e56

CRC result: cf1, cf1

CRC result: 3746, 3746

CRC result: 87a5, 87a5

CRC result: d1fd, d1fd

CRC result: c726, c726

CRC result: 6a19, 6a19

CRC result: b88, b88

CRC result: 3fa0, 3fa0

CRC result: b49b, b49b

CRC result: ef19, ef19

CRC result: 17e0, 17e0

CRC result: d780, d780

CRC result: 8731, 8731

CRC result: e1f2, e1f2

CRC result: b38b, b38b

CRC result: a7b6, a7b6

CRC result: 2e48, 2e48

CRC result: 1763, 1763

CRC result: ce3f, ce3f

CRC result: e66c, e66c

CRC result: 82f4, 82f4

CRC result: d54c, d54c

CRC result: 3200, 3200

CRC result: 665, 665

CRC result: a1bb, a1bb

CRC result: 91ba, 91ba

CRC result: dd46, dd46

CRC result: 6439, 6439

CRC result: e8d3, e8d3

CRC result: d1b4, d1b4

CRC result: b80f, b80f

CRC result: 1505, 1505

CRC result: 562e, 562e

CRC result: 4777, 4777

CRC result: 2a09, 2a09

CRC result: bea5, bea5

CRC result: c382, c382

CRC result: 32b1, 32b1

CRC result: 9e6, 9e6

CRC result: 6042, 6042

CRC result: 4a14, 4a14

CRC result: 448d, 448d

CRC result: 22e8, 22e8

CRC result: 7412, 7412

CRC result: 363, 363

CRC result: 9a62, 9a62

CRC result: fee0, fee0

CRC result: 34f2, 34f2

CRC result: 1519, 1519

CRC result: 8ccd, 8ccd

CRC result: f22, f22

CRC result: 52ce, 52ce

CRC result: 52dd, 52dd

CRC result: 5ffd, 5ffd

CRC result: f6d, f6d

CRC result: a3b1, a3b1

CRC result: c21b, c21b

CRC result: 9f93, 9f93

CRC result: 3756, 3756

CRC result: 4972, 4972

CRC result: 1fbb, 1fbb

CRC result: 6b62, 6b62

CRC result: 46a2, 46a2

CRC result: cb26, cb26

CRC result: 9e6b, 9e6b

CRC result: be73, be73

CRC result: fb4, fb4

CRC result: 4f94, 4f94

CRC result: c881, c881

CRC result: 134b, 134b

CRC result: df7, df7

CRC result: 12bf, 12bf

CRC result: 31ee, 31ee

CRC result: c75, c75

CRC result: bdbf, bdbf

CRC result: 50a, 50a

CRC result: 816b, 816b

CRC result: 33db, 33db

CRC result: 449b, 449b

CRC result: b440, b440

CRC result: 4688, 4688

CRC result: 849c, 849c

CRC result: 2529, 2529

CRC result: 5ddf, 5ddf

CRC result: d0ba, d0ba

CRC result: 1fe8, 1fe8

CRC result: f73c, f73c

CRC result: a603, a603

CRC result: 8f44, 8f44

CRC result: de8e, de8e

CRC result: 8da0, 8da0

CRC result: 5c02, 5c02

CRC result: 7942, 7942

CRC result: c787, c787

CRC result: 5db6, 5db6

CRC result: c07d, c07d

CRC result: 8109, 8109

CRC result: d10e, d10e

CRC result: 69dd, 69dd

CRC result: 4e8d, 4e8d

CRC result: 9d6b, 9d6b

CRC result: 7c0, 7c0

CRC result: b7a4, b7a4

CRC result: 45c7, 45c7

CRC result: 6be6, 6be6

CRC result: 715, 715

CRC result: 7ff9, 7ff9

CRC result: b6d1, b6d1

CRC result: e361, e361

CRC result: b75c, b75c

CRC result: b43f, b43f

CRC result: dd7d, dd7d

CRC result: 286b, 286b

CRC result: 4e5f, 4e5f

CRC result: 5039, 5039

CRC result: 95d4, 95d4

CRC result: a98d, a98d

CRC result: d8f4, d8f4

CRC result: 615d, 615d

CRC result: 1e9b, 1e9b

CRC result: 67, 67

CRC result: 8093, 8093

CRC result: b557, b557

CRC result: dfdd, dfdd

CRC result: d666, d666

CRC result: 9b6e, 9b6e

CRC result: 926d, 926d

CRC result: 8d0, 8d0

CRC result: fa1, fa1

CRC result: a11e, a11e

CRC result: ea5f, ea5f

CRC result: e11b, e11b

CRC result: b585, b585

CRC result: ef8f, ef8f

CRC result: 444d, 444d

CRC result: 2125, 2125

CRC result: af84, af84

CRC result: fb5e, fb5e

CRC result: 93f2, 93f2

CRC result: f1f3, f1f3

CRC result: f39d, f39d

CRC result: 721d, 721d

CRC result: e818, e818

CRC result: db61, db61

CRC result: 43d, 43d

CRC result: c173, c173

CRC result: 61a7, 61a7

CRC result: 15ab, 15ab

CRC result: 2550, 2550
